Code Article;Libellé famille article;Fournisseur;Désignation courte article;Prix de vente Ht tarif|;Prix de vente Ttc tarif|;Prix de vente Ht tarif|BYMAL;Prix de vente Ttc tarif|BYMAL;Prix de vente Ht tarif|N;Prix de vente Ttc tarif|N;Prix de vente Ht tarif|NPRO;Prix de vente Ttc tarif|NPRO;Prix de vente Ht tarif|PHAR;Prix de vente Ttc tarif|PHAR;Prix de vente Ht tarif|ROBIN;Prix de vente Ttc tarif|ROBIN;Prix de vente Ht tarif|TP;Prix de vente Ttc tarif|TP;Prix de vente Ht tarif|TROPI;Prix de vente Ttc tarif|TROPI;Date_MAJ
ACCAMU200-4.5;ACCESSOIRE;;BOITE DE FICHES a CHIGNON U200 4.5cm de 200G;11,75;12,75;0,00;0,00;11,75;12,75;13,04;14,15;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCAMU200-6.5;ACCESSOIRE;;BOITE DE FICHES a CHIGNON U200 6.5cm de 200G;11,75;12,75;0,00;0,00;11,75;12,75;13,04;14,15;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCAMU200-6CM;ACCESSOIRE;;BOITE DE FICHES a CHIGNON U200 6cm de 200G;11,75;12,75;0,00;0,00;11,75;12,75;13,04;14,15;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCAMU200-7CM;ACCESSOIRE;;BOITE DE FICHES a CHIGNON U200 5cm de 200G;11,75;12,75;0,00;0,00;0,00;0,00;13,04;14,15;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCAMU400-6.5;ACCESSOIRE;;BOITE DE FICHES a CHIGNON U400 6.5cm de 400G;13,75;14,92;0,00;0,00;0,00;0,00;15,21;16,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCAMU400-6CM;ACCESSOIRE;;BOITE DE FICHES a CHIGNON U400 6cm de 400G;13,75;14,92;0,00;0,00;0,00;0,00;15,21;16,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCAMU400-7CM;ACCESSOIRE;;BOITE DE FICHES a CHIGNON U400 7cm de 400G;13,75;14,92;0,00;0,00;0,00;0,00;15,21;16,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCAMU402P5.5;ACCESSOIRE;;BOITE DE PINCES a CHIGNON 402P 5.5cm;16,75;18,17;0,00;0,00;0,00;0,00;18,43;20,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCAMU402P5CM;ACCESSOIRE;;BOITE DE PINCES a CHIGNON 402P 5cm;16,75;18,17;0,00;0,00;0,00;0,00;18,43;20,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCAMU402P6CM;ACCESSOIRE;;BOITE DE PINCES a CHIGNON 402P 6cm;16,75;18,17;0,00;0,00;0,00;0,00;18,43;20,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCAMU402P7CM;ACCESSOIRE;;BOITE DE PINCES a CHIGNON 402P 7cm;16,75;18,17;0,00;0,00;0,00;0,00;18,43;20,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCAMU407P5CM;ACCESSOIRE;;BOITE DE PINCES a CHIGNON U407P 5cm;16,75;18,17;0,00;0,00;0,00;0,00;18,43;20,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCAMU407P6CM;ACCESSOIRE;;BOITE DE PINCES a CHIGNON U407P 6cm;16,75;18,17;0,00;0,00;0,00;0,00;18,43;20,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCAMU407P7CM;ACCESSOIRE;;BOITE DE PINCES a CHIGNON U407P 7cm;16,75;18,17;0,00;0,00;0,00;0,00;18,43;20,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCAMU45P-4.5;ACCESSOIRE;;BOITE DE FICHES a CHIGNON U45P 4.5cm;16,75;18,17;0,00;0,00;0,00;0,00;18,43;20,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCBBCAPESNOI;ACCESSOIRE;;SCULP CAPE de COUPE NOIRE 128x148cm;9,99;10,84;0,00;0,00;0,00;0,00;11,06;12,00;0,00;0,00;0,00;0,00;18,43;20,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCBBCAPESRAY;ACCESSOIRE;;Beardburys CAPE de COUPE RAYEE;45,16;49,00;0,00;0,00;0,00;0,00;50,69;55,00;0,00;0,00;0,00;0,00;55,30;60,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCBBMEUBLBOI;ACCESSOIRE;;MEUBLE DE PRESENTATION BOIS;125,00;135,63;0,00;0,00;0,00;0,00;138,25;150,00;0,00;0,00;0,00;0,00;230,41;250,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCBBTABLIGTL;ACCESSOIRE;;Beardburys TABLIER BARBIER GENTELMAN;59,91;65,00;0,00;0,00;0,00;0,00;66,36;72,00;0,00;0,00;0,00;0,00;73,73;80,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCBBTABLIWWL;ACCESSOIRE;;Beardburys TABLIER BARBIER WILD WEST;66,36;72,00;0,00;0,00;0,00;0,00;61,75;67,00;0,00;0,00;0,00;0,00;69,12;75,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCCRPEIGNNOI;ACCESSOIRE;;PEIGNOIR CLAIROL NOIR;25,00;27,13;0,00;0,00;19,90;21,59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCELBOLCLIMG;ACCESSOIRE;ELGON;ELGON Bol coloration IMAGEA;4,00;4,34;0,00;0,00;0,00;0,00;4,44;4,82;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCELBOLCLNOI;ACCESSOIRE;ELGON;ELGON Bol coloration avec logo;4,00;4,34;0,00;0,00;0,00;0,00;4,42;4,80;0,00;0,00;0,00;0,00;4,61;5,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCELPALLECTN;ACCESSOIRE;ELGON;ELGON PALETTE a MECHE;1,99;2,16;0,00;0,00;0,00;0,00;2,21;2,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCELPINCEIMG;ACCESSOIRE;ELGON;ELGON PINCEAU IMAGEA;3,90;4,23;0,00;0,00;0,00;0,00;4,33;4,70;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCELPINCENOI;ACCESSOIRE;ELGON;ELGON PINCEAU noir;3,90;4,23;0,00;0,00;0,00;0,00;4,33;4,70;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCELPINCEPET;ACCESSOIRE;ELGON;ELGON PINCEAU FIN;2,90;3,15;0,00;0,00;0,00;0,00;3,23;3,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCELPINCESIL;ACCESSOIRE;ELGON;ELGON PINCEAU FIN SILICONE VERT;4,50;4,88;0,00;0,00;0,00;0,00;5,07;5,50;0,00;0,00;0,00;0,00;5,53;6,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCELPOCHBNOI;ACCESSOIRE;ELGON;ELGON POCHETTE BARBE;5,90;6,40;0,00;0,00;0,00;0,00;6,91;7,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCELPRSTBNOI;ACCESSOIRE;ELGON;ELGON PRESSE TUBE NOIR;3,23;3,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCELSACECNOI;ACCESSOIRE;ELGON;ELGON SAC ECOLOGIQUE;0,10;0,11;0,00;0,00;0,00;0,00;0,11;0,12;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCELSERVIBLA;ACCESSOIRE;ELGON;Serviette ELGON BLANCHE coton 50x80cm;5,95;6,46;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCERBOLCLNOI;ACCESSOIRE;ERAYB;ERAYBA BOL COLORATION TRANSPARENT;2,30;2,50;0,00;0,00;0,00;0,00;2,58;2,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCERMEUBLMET;ACCESSOIRE;ERAYB;MEUBLE DE PRESENTATION ERAYBA;0,01;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCERPEIGNNOI;ACCESSOIRE;ERAYB;ERAYBA PEIGNOIR NOIR;25,00;27,13;0,00;0,00;0,00;0,00;27,65;30,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCERPINCENOI;ACCESSOIRE;ERAYB;ERAYBA PINCEAU BROSSE POUR COLORATION;2,90;3,15;0,00;0,00;0,00;0,00;3,23;3,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCERPINCSNOI;ACCESSOIRE;ERAYB;6 PINCES de SEPARATION ERAYBA NOIR;5,99;6,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCERPRSTBNOI;ACCESSOIRE;ERAYB;ERAYBA PRESSE TUBE NOIR;2,30;2,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCESBIGOUBLE;ACCESSOIRE;;BIGOUDIS a mis en plis BLEU;8,00;8,68;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCESBIGOUROU;ACCESSOIRE;;BIGOUDIS a mis en plis ROUGE;8,00;8,68;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCESBOLCLBLE;ACCESSOIRE;;BOL a COLORATION BLEU EURO Stil;2,90;3,15;0,00;0,00;0,00;0,00;3,22;3,49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCESBROSSN01;ACCESSOIRE;;BROSSE BOIS BLANC Num1;10,43;11,32;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCESBROSSN02;ACCESSOIRE;;BROSSE BOIS BLANC Num2;11,43;12,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCESBROSSN03;ACCESSOIRE;;BROSSE BOIS BLANC Num3;12,43;13,49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCESBROSSN04;ACCESSOIRE;;BROSSE BOIS BLANC Num4;13,43;14,57;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCESBROSSN05;ACCESSOIRE;;BROSSE BOIS BLANC Num5;14,43;15,66;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCESPEIGNBLA;ACCESSOIRE;;PEIGNOIR EURO STIL BLANC;25,00;27,13;0,00;0,00;19,90;21,59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCEVBONUISAT;ACCESSOIRE;BYMBO01;EVASHAIR BONNET DE NUIT SATIN;36,77;39,90;0,00;0,00;0,00;0,00;0,00;0,00;11,50;12,48;0,00;0,00;16,59;18,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCEVFOULADOR;ACCESSOIRE;BYMBO01;EVASHAIR FOULARD DORE;27,65;30,00;0,00;0,00;0,00;0,00;0,00;0,00;11,98;13,00;0,00;0,00;16,59;18,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCEVFOULANOI;ACCESSOIRE;BYMBO01;EVASHAIR FOULARD NOIR;27,65;30,00;0,00;0,00;0,00;0,00;0,00;0,00;11,98;13,00;0,00;0,00;16,59;18,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCGLSPMTA125;ACCESSOIRE;SINEL;GLITTER COLOR SPRAY METAL SILVER 125ML;3,99;4,33;3,99;4,33;0,00;0,00;4,42;4,80;0,00;0,00;0,00;0,00;6,45;7,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCGLSPMTO125;ACCESSOIRE;SINEL;GLITTER COLOR SPRAY METAL GOLD 125ML;3,99;4,33;3,99;4,33;0,00;0,00;4,42;4,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCGLSPRAM125;ACCESSOIRE;SINEL;BOMBE PAILLETTE MULTI GLITTER 125 ML;6,75;7,32;0,00;0,00;0,00;0,00;7,56;8,20;0,00;0,00;0,00;0,00;9,22;10,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCGLSPRAR125;ACCESSOIRE;SINEL;BOMBE PAILLETTE ARGENT GLITTER 125 ML;6,75;7,32;0,00;0,00;0,00;0,00;7,56;8,20;0,00;0,00;0,00;0,00;9,22;10,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCGLSPRAY125;ACCESSOIRE;SINEL;BOMBE PAILLETTE OR GLITTER 125 ML;6,75;7,32;0,00;0,00;0,00;0,00;7,56;8,20;0,00;0,00;0,00;0,00;9,22;10,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCKIELASTINV;ACCESSOIRE;KIEPE;KIEPE BOITE DE 3 ELASTIQUE INVISBLE COULEUR;1,50;1,63;0,00;0,00;1,40;1,52;1,66;1,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCKIFILMT30C;ACCESSOIRE;KIEPE;KIEPE FILM MECHES PREDECOUPE MT 200 - 30CM;30,90;33,53;0,00;0,00;0,00;0,00;34,10;37,00;0,00;0,00;0,00;0,00;46,08;50,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCKIPINCCNOI;ACCESSOIRE;KIEPE;KIEPE 12 PINCES CROCO PLASTIQUE NOIRES;12,07;13,10;0,00;0,00;0,00;0,00;13,46;14,60;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCKLBOLCLKIT;ACCESSOIRE;KLERA;KLERAL KIT DE TEINTURE;19,90;21,59;0,00;0,00;0,00;0,00;22,12;24,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCKLPEIGNNOI;ACCESSOIRE;KLERA;PEIGNOIR KLERAL NOIR;28,86;31,32;0,00;0,00;30,41;33,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCKLSACECBLA;ACCESSOIRE;KLERA;KLERAL SHOPPING BAG SAC BLANC;0,10;0,11;0,00;0,00;0,00;0,00;0,11;0,12;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCKMBOLCLNOI;ACCESSOIRE;KEMON;Bol coloration plastique noir avec logo KEMON;4,00;4,34;0,00;0,00;0,00;0,00;4,42;4,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCKMCARNTGRD;ACCESSOIRE;KEMON;KEMON CARNET DE RENDEZ-VOUS;15,75;17,09;14,18;15,38;0,00;0,00;17,51;19,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCKMDISTRKIT;ACCESSOIRE;KEMON;KIT DISTRI + 200 FEUILLES de PAPIER A MECHES;32,26;35,00;0,00;0,00;0,00;0,00;35,81;38,85;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCKMDISTRMEC;ACCESSOIRE;KEMON;DISTRIBUTEUR de ROULEAU de 200 FEUILLES de PAPIER a MECHES;28,34;30,75;0,00;0,00;0,00;0,00;31,43;34,10;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCKMDOSER150;ACCESSOIRE;KEMON;KEMON VERRE DOSEUR 150 ML;2,99;3,24;0,00;0,00;0,00;0,00;3,32;3,60;0,00;0,00;0,00;0,00;4,48;4,86;0,00;0,00;2026-07-30T14:11:33.595Z
ACCKMEPLOP025;ACCESSOIRE;KEMON;6 EPONGES A PERMANENT LOLIPOP 2.5 CM;5,99;6,50;0,00;0,00;0,00;0,00;6,45;7,00;0,00;0,00;0,00;0,00;7,37;8,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCKMEPLOP040;ACCESSOIRE;KEMON;6 EPONGES A PERMANENT LOLIPOP 4 CM;7,99;8,67;0,00;0,00;0,00;0,00;8,76;9,50;0,00;0,00;0,00;0,00;9,68;10,50;0,00;0,00;2026-07-30T14:11:33.595Z
ACCKMMEUBLPLA;ACCESSOIRE;KEMON;MEUBLE DE PRESENTATION SOLFINE;150,00;162,75;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCKMPAPME200;ACCESSOIRE;KEMON;200 FEUILLES de PAPIER ALU a MECHES KEMON;14,90;16,17;0,00;0,00;0,00;0,00;16,54;17,95;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCKMPEIGNNOI;ACCESSOIRE;KEMON;PEIGNOIR DE COUPE KEMON NOIR;29,50;32,01;0,00;0,00;0,00;0,00;32,26;35,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCKMPINCEGRD;ACCESSOIRE;KEMON;PINCEAU COLORATION KEMON LARGE;2,90;3,15;0,00;0,00;0,00;0,00;3,23;3,50;0,00;0,00;0,00;0,00;5,35;5,80;0,00;0,00;2026-07-30T14:11:33.595Z
ACCKMPINCEPET;ACCESSOIRE;KEMON;PINCEAU COLORATION KEMON PETIT;2,69;2,92;0,00;0,00;0,00;0,00;3,00;3,25;0,00;0,00;0,00;0,00;4,98;5,40;0,00;0,00;2026-07-30T14:11:33.595Z
ACCKMPRSTBNOI;ACCESSOIRE;KEMON;KEMON PRESSE TUBE NOIR;3,23;3,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCKMVAPORNOI;ACCESSOIRE;KEMON;VAPORISATEUR KEMON;4,50;4,88;0,00;0,00;0,00;0,00;5,07;5,50;0,00;0,00;0,00;0,00;5,99;6,50;0,00;0,00;2026-07-30T14:11:33.595Z
ACCLP4BRANMET;ACCESSOIRE;LABOR01;LABOR PRO BOITE DE 100 PINCES METAL 4 BRANCHES METAL;17,25;18,72;0,00;0,00;0,00;0,00;19,36;21,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCLPBIGOU016;ACCESSOIRE;LABOR01;LABOR PRO BIGOUDIS MOUSSE ORANGE DIAMETRE 16 MM;17,25;18,72;0,00;0,00;0,00;0,00;19,36;21,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCLPCAPEBBLA;ACCESSOIRE;LABOR01;LABOR PRO CAPE de COUPE BLANCHE Bouton Pression 140x120 cm;16,90;18,34;0,00;0,00;0,00;0,00;18,43;20,00;0,00;0,00;0,00;0,00;27,65;30,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCLPCAPEBBOR;ACCESSOIRE;LABOR01;LABOR PRO CAPE de COUPE BORDEAU Bouton Pression 145x120 cm;19,90;21,59;0,00;0,00;0,00;0,00;22,12;24,00;0,00;0,00;0,00;0,00;32,26;35,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCLPPAPIEPTE;ACCESSOIRE;LABOR01;LABOR PRO PAPIER POINTE 500 PCS;5,95;6,46;0,00;0,00;0,00;0,00;6,64;7,20;0,00;0,00;0,00;0,00;10,14;11,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCLPPICBG050;ACCESSOIRE;LABOR01;LABOR PRO SACHET DE 50 PICS A BIGOUDIS;1,84;2,00;0,00;0,00;0,00;0,00;2,07;2,25;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCLPPINCCNOI;ACCESSOIRE;LABOR01;LABOR PRO PAQUET DE 6 PINCES CROCO PLASTIQUE NOIRES;6,95;7,54;0,00;0,00;0,00;0,00;7,83;8,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCLZBONMEMAR;ACCESSOIRE;SINEL;BONNET a MECHES en CAOUTCHOUC MARRON;22,90;24,85;0,00;0,00;0,00;0,00;25,81;28,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCMSREHAU202;ACCESSOIRE;;REHAUSSEUR ENFANT NOIR MS202;49,90;54,14;0,00;0,00;0,00;0,00;55,30;60,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCOGBLENB065;ACCESSOIRE;SINEL;PINCES BLOND RITE ORIGINAL 6.5cm de 250 Gr;18,29;19,84;0,00;0,00;0,00;0,00;20,28;22,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCOGBLENB5CM;ACCESSOIRE;SINEL;PINCES BLOND RITE ORIGINAL 5cm de 250 Gr;18,29;19,84;0,00;0,00;0,00;0,00;20,28;22,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCSS4BRAN100;ACCESSOIRE;SINEL;SIBEL BOITE de 100 PINCES 4 BRANCHES METAL;15,90;17,25;0,00;0,00;0,00;0,00;17,97;19,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCSS4BRAN20P;ACCESSOIRE;SINEL;SIBEL SACHET de 20 PINCES 4 BRANCHES METAL;4,61;5,00;0,00;0,00;0,00;0,00;5,12;5,55;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCSSALU1215C;ACCESSOIRE;SINEL;SIBEL ALUMINIUM 12mic 15cmx100m;12,90;14,00;0,00;0,00;0,00;0,00;14,29;15,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCSSALU1512B;ACCESSOIRE;SINEL;SIBEL ALUMINIUM BLEU 15mic 12cmx100m;20,50;22,24;0,00;0,00;0,00;0,00;23,04;25,00;0,00;0,00;0,00;0,00;27,65;30,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCSSALU1512O;ACCESSOIRE;SINEL;SIBEL ALU DOREE 15mic 12cmx100m 480gr;20,50;22,24;0,00;0,00;0,00;0,00;23,04;25,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCSSALU1512R;ACCESSOIRE;SINEL;SIBEL ALU ROUGE 15mic 12cmx100m 480gr;22,95;24,90;0,00;0,00;0,00;0,00;25,35;27,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCSSALU1515C;ACCESSOIRE;SINEL;SIBEL ALUMINIUM 15�m 15cmx100m;17,51;19,00;0,00;0,00;0,00;0,00;19,36;21,00;0,00;0,00;0,00;0,00;23,04;25,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCSSALU1530C;ACCESSOIRE;SINEL;SIBEL ALUMINIUM 15mic 29cmx100m;32,26;35,00;0,00;0,00;0,00;0,00;35,85;38,90;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCSSBALAICAO;ACCESSOIRE;SINEL;BALAI CAOUTCHOU SANS MANCHE;14,90;16,17;13,41;14,55;0,00;0,00;16,59;18,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCSSBALAIJAU;ACCESSOIRE;SINEL;MANCHE a BALAI TELESCOPIQUE JAUNE;9,61;10,42;8,29;9,00;0,00;0,00;10,69;11,60;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCSSBALAIKIT;ACCESSOIRE;SINEL;SIBEL BALAI CAOUTCHOU + MANCHE JAUNE;21,00;22,79;17,88;19,40;0,00;0,00;23,32;25,30;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCSSBIGOMD24;ACCESSOIRE;SINEL;12 BIGOUDIS METAL SIBEL DIAMETRE 24 MM;11,34;12,30;0,00;0,00;0,00;0,00;12,44;13,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCSSBIGOMD32;ACCESSOIRE;SINEL;12 BIGOUDIS METALLIQUES SIBEL DIAMETRE 32 mm;15,51;16,83;0,00;0,00;0,00;0,00;17,51;19,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCSSBIGOPBLE;ACCESSOIRE;SINEL;SIBEL PAQUET DE 12 BIGOUDIS a PERMANENTE Bleu/Gris;5,90;6,40;0,00;0,00;0,00;0,00;6,45;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCSSBIGOPNOI;ACCESSOIRE;SINEL;SIBEL PAQUET DE 12 BIGOUDIS a PERMANENTE Noir/Gris diam 16;5,90;6,40;0,00;0,00;0,00;0,00;6,45;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCSSBIGOPROU;ACCESSOIRE;SINEL;SIBEL PAQUET DE 12 BIGOUDIS a PERMANENTE Bleu/Rouge;5,90;6,40;0,00;0,00;0,00;0,00;6,45;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
ACCSSBIGOU016;ACCESSOIRE;SINEL;SIBEL 12 BIGOUDIS MOUSSE orange DIAM 16mm;8,00;8,68;0,00;0,00;0,00;0,00;8,88;9,63;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
