Code Article;Libellé famille article;Fournisseur;Désignation courte article;Prix de vente Ht tarif|;Prix de vente Ttc tarif|;Prix de vente Ht tarif|BYMAL;Prix de vente Ttc tarif|BYMAL;Prix de vente Ht tarif|N;Prix de vente Ttc tarif|N;Prix de vente Ht tarif|NPRO;Prix de vente Ttc tarif|NPRO;Prix de vente Ht tarif|PHAR;Prix de vente Ttc tarif|PHAR;Prix de vente Ht tarif|ROBIN;Prix de vente Ttc tarif|ROBIN;Prix de vente Ht tarif|TP;Prix de vente Ttc tarif|TP;Prix de vente Ht tarif|TROPI;Prix de vente Ttc tarif|TROPI;Date_MAJ
MATSSDIFUS12D;MATERIEL;SINEL;ULTRON DIFFUSEUR UNIVERSEL 12 DOIGTS;16,90;18,34;0,00;0,00;0,00;0,00;18,89;20,50;0,00;0,00;0,00;0,00;24,88;27,00;0,00;0,00;2026-07-30T14:11:33.595Z
MATSSDIFUSUNI;MATERIEL;SINEL;SIBEL DIFFUSEUR UNIVERSEL QUICKER'S;12,99;14,09;0,00;0,00;0,00;0,00;14,42;15,65;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
MATSSLAMES010;MATERIEL;SINEL;BOITE DE 10 LAMES INOX SIBEL;15,90;17,25;12,90;14,00;0,00;0,00;17,51;19,00;0,00;0,00;0,00;0,00;18,43;20,00;0,00;0,00;2026-07-30T14:11:33.595Z
MATSSLAMES050;MATERIEL;SINEL;BOITE DE 50 LAMES INOX SIBEL;57,99;62,92;54,38;59,00;0,00;0,00;64,52;70,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
MATSSMILECNOI;MATERIEL;SINEL;SIBEL MILCOUP NOIR BOB TUO;37,66;40,87;0,00;0,00;0,00;0,00;41,94;45,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
MATSSMINUTNOI;MATERIEL;SINEL;Minuteur SIBEL 60min maximum;7,83;8,50;0,00;0,00;0,00;0,00;8,76;9,50;0,00;0,00;0,00;0,00;12,90;14,00;0,00;0,00;2026-07-30T14:11:33.595Z
MATSSMIRDBNOI;MATERIEL;SINEL;SIBEL MIROIR COIFFEUR DOUBLE NOIR;28,20;30,60;0,00;0,00;0,00;0,00;32,26;35,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
MATSSMIRORRCT;MATERIEL;SINEL;MIROIR SIBEL RECTANGULAIRE V-DESIGN NOIR;23,90;25,93;0,00;0,00;0,00;0,00;26,54;28,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
MATSSPEIGCNOI;MATERIEL;SINEL;PEIGNE DEMELOIR CARBONE NOIR boite plastique;39,75;43,13;8,29;9,00;0,00;0,00;44,06;47,80;0,00;0,00;0,00;0,00;59,45;64,50;0,00;0,00;2026-07-30T14:11:33.595Z
MATSSPEIGE109;MATERIEL;SINEL;PEIGNE DEMELOIR SIBEL 109 de 19.9 cm;35,95;39,01;5,26;5,71;0,00;0,00;39,63;43,00;0,00;0,00;0,00;0,00;52,07;56,50;0,00;0,00;2026-07-30T14:11:33.595Z
MATSSPEIGE111;MATERIEL;SINEL;PEIGNE SIBEL 111 AVEC MANCHE NOIR 21.8 cm;37,51;40,70;6,77;7,35;0,00;0,00;41,48;45,00;0,00;0,00;0,00;0,00;52,53;57,00;0,00;0,00;2026-07-30T14:11:33.595Z
MATSSPEIGE113;MATERIEL;SINEL;PEIGNE DEMELOIR SIBEL 113 de 22.5 cm;38,95;42,26;5,53;6,00;0,00;0,00;34,84;37,80;0,00;0,00;0,00;0,00;52,07;56,50;0,00;0,00;2026-07-30T14:11:33.595Z
MATSSPEIGELIS;MATERIEL;SINEL;SIBEL PEIGNE DE LISSAGE;35,95;39,01;5,53;6,00;0,00;0,00;39,82;43,20;0,00;0,00;0,00;0,00;52,07;56,50;0,00;0,00;2026-07-30T14:11:33.595Z
MATSSPEIGEMAH;MATERIEL;SINEL;PEIGNE SIBEL en CARBONE avec MANCHE NOIR;38,85;42,15;8,29;9,00;0,00;0,00;43,32;47,00;0,00;0,00;0,00;0,00;57,14;62,00;0,00;0,00;2026-07-30T14:11:33.595Z
MATSSPNEUMGRD;MATERIEL;SINEL;BROSSE PNEUMATIQUE SIBEL GRAND;12,72;13,80;0,00;0,00;0,00;0,00;14,29;15,50;0,00;0,00;0,00;0,00;23,04;25,00;0,00;0,00;2026-07-30T14:11:33.595Z
MATSSREPOSMUR;MATERIEL;SINEL;REPOSE PIED METAL MURAL;105,99;115,00;0,00;0,00;0,00;0,00;117,65;127,65;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
MATSSSERVIBLA;MATERIEL;SINEL;SERVIETTE SIBEL BLANCHE;6,64;7,20;5,53;6,00;0,00;0,00;7,37;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
MATSSTETCPHDC;MATERIEL;SINEL;TETE DE COUPE POUR TONDEUSE HD-C;62,12;67,40;0,00;0,00;0,00;0,00;64,52;70,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
MATSSTETCPVSX;MATERIEL;SINEL;TETE DE COUPE POUR TONDEUSE VSX NOIR;53,46;58,00;0,00;0,00;0,00;0,00;55,30;60,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
MATSSTETCPVX-;MATERIEL;SINEL;TETE DE COUPE POUR TONDEUSE VX NOIR;40,83;44,30;0,00;0,00;0,00;0,00;45,16;49,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
MATSSVALISNOI;MATERIEL;SINEL;SIBEL VALISE PILOTROL NOIRE;128,11;139,00;112,44;122,00;0,00;0,00;138,25;150,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
MATSSVALISRLC;MATERIEL;SINEL;SIBEL VALISE ROLLER COASTER NOIRE;368,66;400,00;331,80;360,00;0,00;0,00;409,22;444,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
MATSURASOINOI;MATERIEL;;SCULPBY RASOIR NOIR;20,00;21,70;0,00;0,00;0,00;0,00;22,12;24,00;0,00;0,00;0,00;0,00;33,18;36,00;0,00;0,00;2026-07-30T14:11:33.595Z
MATSXBROSSRND;MATERIEL;SINEL;BROSSE SINELCO RONDE;12,90;14,00;0,00;0,00;0,00;0,00;14,29;15,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
MATSXSANGL047;MATERIEL;SINEL;BROSSE SINELCO PLATTE POIL de SANGLIER CLASSIC 47;14,85;16,11;13,36;14,50;0,00;0,00;16,59;18,00;0,00;0,00;0,00;0,00;23,04;25,00;0,00;0,00;2026-07-30T14:11:33.595Z
MATSXSANGLRND;MATERIEL;SINEL;BROSSE SINELCO RONDE POIL DE SANGLIER;13,50;14,65;0,00;0,00;0,00;0,00;15,00;16,27;0,00;0,00;0,00;0,00;18,43;20,00;0,00;0,00;2026-07-30T14:11:33.595Z
MATTGPEIGC660;MATERIEL;;TONY&GUY PEIGNE A QUEUE CARBONE STATIC 8615;35,95;39,01;4,42;4,80;0,00;0,00;39,77;43,15;0,00;0,00;0,00;0,00;50,69;55,00;0,00;0,00;2026-07-30T14:11:33.595Z
MATTGPEIGC694;MATERIEL;;TONY&GUY PEIGNE DEMELOIR CARBONE STATIC 06940;35,95;39,01;4,42;4,80;0,00;0,00;39,77;43,15;0,00;0,00;0,00;0,00;52,53;57,00;0,00;0,00;2026-07-30T14:11:33.595Z
MATTGPEIGC711;MATERIEL;;TONY&GUY PEIGNE de COUPE CARBONE STATIC 711;35,95;39,01;4,42;4,80;0,00;0,00;39,77;43,15;0,00;0,00;0,00;0,00;52,53;57,00;0,00;0,00;2026-07-30T14:11:33.595Z
MATTGPEIGC820;MATERIEL;;TONY&GUY DEMELOIR CARBONE STATIC 820;35,95;39,01;4,42;4,80;0,00;0,00;39,77;43,15;0,00;0,00;0,00;0,00;52,53;57,00;0,00;0,00;2026-07-30T14:11:33.595Z
MATTORASOIKIT;MATERIEL;;Set rasoir SIFTER +50 lames TONDEO;88,50;96,02;0,00;0,00;0,00;0,00;98,24;106,59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
MATTRIPGQUBLE;MATERIEL;AUTRE;PEIGNE A QUEUE FER TRIOMPHE BLEU;6,95;7,54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
MATTRPGCOUBLE;MATERIEL;;PEIGNE DE COUPE TRIUMPH;4,15;4,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,15;4,50;0,00;0,00;2026-07-30T14:11:33.595Z
MATUKBROSDBOI;MATERIEL;UKIIN;UKI BROSSE DEMELANTE en BOIS;12,99;14,09;0,00;0,00;0,00;0,00;14,42;15,65;16,90;18,34;0,00;0,00;23,04;25,00;0,00;0,00;2026-07-30T14:11:33.595Z
MATUKDIFUSUNI;MATERIEL;UKIIN;UKI DIFFUSEUR UNIVERSEL;14,90;16,17;0,00;0,00;0,00;0,00;16,54;17,95;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
MATUKPORTANOI;MATERIEL;UKIIN;UKI PORTE ACCESSOIRES POUR BAC NOIR;21,00;22,79;0,00;0,00;0,00;0,00;23,04;25,00;0,00;0,00;0,00;0,00;34,65;37,60;0,00;0,00;2026-07-30T14:11:33.595Z
MATUKPORTAVIO;MATERIEL;UKIIN;UKI PORTE ACCESSOIRES POUR BAC VIOLET;21,00;22,79;0,00;0,00;0,00;0,00;23,04;25,00;0,00;0,00;0,00;0,00;34,65;37,60;0,00;0,00;2026-07-30T14:11:33.595Z
MATUKSACADBLE;MATERIEL;UKIIN;UKI SAC a Main BLEU;66,00;71,61;0,00;0,00;0,00;0,00;73,73;80,00;0,00;0,00;0,00;0,00;82,95;90,00;0,00;0,00;2026-07-30T14:11:33.595Z
MATUKSACFLBLE;MATERIEL;UKIIN;UKI SAC de voyage FLASH;66,00;71,61;0,00;0,00;0,00;0,00;73,73;80,00;0,00;0,00;0,00;0,00;82,95;90,00;0,00;0,00;2026-07-30T14:11:33.595Z
MATUKSHOPPBLE;MATERIEL;UKIIN;UKI SHOPPER SPLASH BLEU;42,00;45,57;0,00;0,00;0,00;0,00;46,08;50,00;0,00;0,00;0,00;0,00;52,53;57,00;0,00;0,00;2026-07-30T14:11:33.595Z
MATULBRASCNOI;MATERIEL;SINEL;BRAS pour CASQUE NOIR;668,00;724,78;665,00;721,52;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
MATULDIFUSCMP;MATERIEL;SINEL;ULTRON DIFFUSEUR pour COMPACT;11,99;13,01;0,00;0,00;0,00;0,00;13,36;14,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
MATULDIFUSMRN;MATERIEL;SINEL;ULTRON DIFFUSEUR MARIANNA 9 DOIGTS;16,90;18,34;0,00;0,00;0,00;0,00;19,08;20,70;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
MATULPIEDCNOI;MATERIEL;SINEL;ULTRON PIED pour CASQUE NOIR;342,66;371,79;326,29;354,02;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
MATULSABOTHDC;MATERIEL;SINEL;LOT DE 2 SABOTS pour TONDUEUSE HD-C;7,50;8,14;6,64;7,20;0,00;0,00;8,29;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
MATULSABOTMSX;MATERIEL;SINEL;LOT DE 4 SABOTS pour TONDUEUSE MSX;10,50;11,39;9,31;10,10;0,00;0,00;11,66;12,65;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
MATULSABOTVSX;MATERIEL;SINEL;2 SABOTS TONDUEUSE VSX 3/6mm 9/12mm;8,25;8,95;7,19;7,80;0,00;0,00;9,22;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
MATULSABOTVX-;MATERIEL;SINEL;LOT DE 2 SABOTS pour TONDUEUSE VX;8,25;8,95;7,29;7,91;0,00;0,00;9,22;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
MATUPBRIDGSNG;MATERIEL;LABOR01;UPGRADE BROSSE DEMELANTE BRIDGE poil de Sanglier;24,60;26,69;0,00;0,00;0,00;0,00;27,65;30,00;20,00;21,70;0,00;0,00;36,87;40,00;0,00;0,00;2026-07-30T14:11:33.595Z
MATUPBRIDGUNI;MATERIEL;LABOR01;UPGRADE BROSSE DEMELANTE BRIDGE;24,60;26,69;0,00;0,00;0,00;0,00;27,65;30,00;20,00;21,70;0,00;0,00;36,87;40,00;0,00;0,00;2026-07-30T14:11:33.595Z
MATUPBROSDD33;MATERIEL;LABOR01;UPGRADE BROSSE IONIQUE D33 mm;25,42;27,58;0,00;0,00;0,00;0,00;26,73;29,00;0,00;0,00;0,00;0,00;35,94;39,00;0,00;0,00;2026-07-30T14:11:33.595Z
MATUPBROSLD25;MATERIEL;LABOR01;UPGRADE BROSSE IONIQUE D25 mm;25,90;28,10;0,00;0,00;0,00;0,00;28,57;31,00;0,00;0,00;0,00;0,00;38,71;42,00;0,00;0,00;2026-07-30T14:11:33.595Z
MATXDLAMES2E1;MATERIEL;;BOITE DE 10 LAMES 2 EN 1;17,50;18,99;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
MATXDRASOIKIT;MATERIEL;;KIT RASOIR 2 EN 1 +  LAMES;25,00;27,13;0,00;0,00;0,00;0,00;27,75;30,11;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
MATXXAMPOU009;MATERIEL;AUTRE;AMPOULE UV POUR STERILISATEUR;25,90;28,10;0,00;0,00;0,00;0,00;28,57;31,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
MATXXAPCOUSIL;MATERIEL;AUTRE;APPUI COU SILICONE;14,90;16,17;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
MATXXBROSCD19;MATERIEL;AUTRE;BROSSE CERAMIQUE DIAMETRE 19 MM;12,75;13,83;0,00;0,00;0,00;0,00;14,75;16,00;0,00;0,00;0,00;0,00;16,59;18,00;0,00;0,00;2026-07-30T14:11:33.595Z
MATXXBROSCD25;MATERIEL;AUTRE;BROSSE CERAMIQUE DIAMETRE 25 MM;13,75;14,92;0,00;0,00;0,00;0,00;15,67;17,00;0,00;0,00;0,00;0,00;18,43;20,00;0,00;0,00;2026-07-30T14:11:33.595Z
MATXXBROSCD32;MATERIEL;AUTRE;BROSSE CERAMIQUE DIAMETRE 32 MM;14,75;16,00;0,00;0,00;0,00;0,00;16,59;18,00;0,00;0,00;0,00;0,00;20,28;22,00;0,00;0,00;2026-07-30T14:11:33.595Z
MATXXBROSCD45;MATERIEL;AUTRE;BROSSE CERAMIQUE DIAMETRE 45 MM;15,75;17,09;0,00;0,00;0,00;0,00;17,51;19,00;0,00;0,00;0,00;0,00;22,12;24,00;0,00;0,00;2026-07-30T14:11:33.595Z
MATXXBROSCD53;MATERIEL;AUTRE;BROSSE CERAMIQUE DIAMETRE 53 MM;16,75;18,17;0,00;0,00;0,00;0,00;20,28;22,00;0,00;0,00;0,00;0,00;23,04;25,00;0,00;0,00;2026-07-30T14:11:33.595Z
MATXXCEINTNOI;MATERIEL;AUTRE;CEINTURE PORTE OUTILS;50,00;54,25;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
MATXXCHOREROS;MATERIEL;AUTRE;PAIRE de CACHE OREILLE;2,90;3,15;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
MATXXCROCHINX;MATERIEL;AUTRE;CROCHET A  EXTENSION;2,90;3,15;0,00;0,00;0,00;0,00;3,23;3,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
MATXXDOUCHBLA;MATERIEL;AUTRE;DOUCHETTE BLANCHE BAC A SHP MOBILE;25,00;27,13;13,50;14,65;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
MATXXDOUCHNOI;MATERIEL;AUTRE;DOUCHETTE NOIR POUR BAC A SHAMPOING FIXE;25,00;27,13;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
MATXXENSLURND;MATERIEL;AUTRE;ENSEIGNE LUMINEUSE RONDE;49,00;53,16;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
MATXXHUILETND;MATERIEL;AUTRE;HUILE POUR TONDEUSE;6,95;7,54;0,00;0,00;7,83;8,50;0,00;0,00;0,00;0,00;0,00;0,00;13,82;15,00;0,00;0,00;2026-07-30T14:11:33.595Z
MATXXLAMESPQ5;MATERIEL;AUTRE;BOITES DE LAMES DORCO;1,50;1,63;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
MATXXMILECNOI;MATERIEL;AUTRE;MILE COUPE;19,90;21,59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
MATXXMIRORRCT;MATERIEL;AUTRE;MIROIR PROFESSIONEL RECTANGULAIRE;19,90;21,59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
MATXXMITIGINX;MATERIEL;AUTRE;MITIGEUR INOX POUR BAC;75,00;81,38;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
MATXXPGAFDNOI;MATERIEL;AUTRE;PEIGNE AFRO NOIR DOUBLE DENTURE avec MANCHE;1,50;1,63;0,00;0,00;0,00;0,00;1,66;1,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
MATXXPGAFMNOI;MATERIEL;AUTRE;PEIGNE AFRO NOIR avec MANCHE;1,50;1,63;0,00;0,00;0,00;0,00;1,66;1,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
MATXXPGCOUCAR;MATERIEL;AUTRE;PEIGNE DE COUPE CARBONE;6,95;7,54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
MATXXPGDEMNOI;MATERIEL;AUTRE;PEIGNE DEMELOIR NOIR;5,95;6,46;0,00;0,00;0,00;0,00;6,68;7,25;0,00;0,00;0,00;0,00;10,14;11,00;0,00;0,00;2026-07-30T14:11:33.595Z
MATXXPGDEMROU;MATERIEL;AUTRE;PEIGNE DEMELOIR ROUGE;7,95;8,63;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
MATXXPGFINNOI;MATERIEL;AUTRE;PEIGNE DE FINITION NOIR;5,95;6,46;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
MATXXPINCXPET;MATERIEL;AUTRE;PINCE A EXTENSION;8,50;9,22;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
MATXXPNEUMGRD;MATERIEL;AUTRE;BROSSE PNEUMATIQUE SANGLIER GRAND MODELE;12,99;14,09;0,00;0,00;0,00;0,00;14,29;15,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
MATXXPORTCBLA;MATERIEL;AUTRE;PORTE CISEAUX LOVE LOUNGE BLANC;15,90;17,25;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
MATXXRASOI1DG;MATERIEL;AUTRE;RASOIR A EFILER STYLING 1 DOIGT;35,00;37,98;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
MATXXRASOI2DG;MATERIEL;AUTRE;RASOIR A EFILER EAZI RAZOR A 2 DOIGTS;35,00;37,98;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
MATXXRASOI2E1;MATERIEL;AUTRE;RASOIR 2 EN 1;15,20;16,49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
MATXXVAPORBRU;MATERIEL;AUTRE;VAPORISATEUR BRUMISATEUR;10,90;11,83;0,00;0,00;0,00;0,00;11,98;13,00;0,00;0,00;0,00;0,00;18,43;20,00;0,00;0,00;2026-07-30T14:11:33.595Z
MATXXVAPORXXX;MATERIEL;AUTRE;VAPORISATEUR;5,00;5,42;0,00;0,00;0,00;0,00;5,53;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
MATXXVISIECAO;MATERIEL;AUTRE;VISIERE POUR CASQUE;25,00;27,13;0,00;0,00;0,00;0,00;27,65;30,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
MOBCEDALIANOI;MOBILIER;CERIO;CERIOTTI FAUTEUIL DALIA Rif 9 NOIR;599,08;650,00;0,00;0,00;1124,42;1220,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
MOBCEDOMO-NOIR;MOBILIER;CERIO;BAC A SHAMPOING CERIOTTI DOMO NOIR;5000,00;5425,00;0,00;0,00;6875,00;7459,38;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
MOBCEDUTYTNOI;MOBILIER;CERIO;CERIOTTI DUTY TABLE ROULETTE BAS NOIRE;155,76;169,00;0,00;0,00;0,00;0,00;175,12;190,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
MOBCEDUTYTTRS;MOBILIER;CERIO;DUTY TABLE ROULETTE BAS TRANSPARENT;109,00;118,27;0,00;0,00;0,00;0,00;120,99;131,27;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
MOBCEDUTYTVIO;MOBILIER;CERIO;CERIOTTI DUTY TABLE ROULETTE BAS VIOLET;109,00;118,27;0,00;0,00;0,00;0,00;120,99;131,27;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
MOBCEELOGYBOI;MOBILIER;CERIO;CERIOTTI ELOGY CHARIOT a roulettes BOIS;335,00;363,48;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
MOBCEELOGYNOI;MOBILIER;CERIO;CERIOTTI ELOGY CHARIOT a roulettes NOIR;249,00;270,17;0,00;0,00;0,00;0,00;276,39;299,88;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
MOBCEFLAVINOI;MOBILIER;CERIO;CERIOTTI FAUTEUIL FLAVIA Rif 9 NOIR;571,43;620,00;0,00;0,00;1046,08;1135,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
MOBCEJUPITNOI;MOBILIER;CERIO;CERIOTTI FAUTEUIL BARBIER JUPITER NOIR;8294,93;9000,00;0,00;0,00;7465,44;8100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
MOBCELAVINNOI;MOBILIER;CERIO;CERIOTTI FAUTEUIL LAVINIA Rif 9 NOIR;626,73;680,00;0,00;0,00;0,00;0,00;1165,90;1265,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
MOBCELEIDYSUP;MATERIEL;CERIO;CERIOTTI FAUTEUIL DE COIFFAGE LEIDY SUPERIOR;1990,00;2159,15;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
MOBCEMEUBLBOI;MOBILIER;CERIO;CERIOTTI MEUBLE BOIS LATERAL;3750,00;4068,75;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
MOBCEMY6CAN&B;MOBILIER;CERIO;MY 6 TIROIRS CHARIOT a roulettes N & B;377,88;410,00;0,00;0,00;331,80;360,00;368,66;400,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
MOBCEMY6CANOI;MOBILIER;CERIO;CERIOTTI MY 6 TIROIRS CHARIOT a roulettes NOIR;276,50;300,00;0,00;0,00;0,00;0,00;306,91;333,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
MOBCEPOSTENOI;MOBILIER;CERIO;POSTE DE COIFFAGE HOMME JUPITER;20250,00;21971,25;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
MOBCESERVPNOI;MOBILIER;CERIO;CERIOTTI SERVICE PLUS TABLE NOIRE;184,33;200,00;0,00;0,00;0,00;0,00;204,61;222,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
MOBCESERVPTRS;MOBILIER;CERIO;CERIOTTI SERVICE PLUS TABLE TRANSPARENT;150,00;162,75;0,00;0,00;0,00;0,00;166,50;180,65;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
MOBCESERVPVIO;MOBILIER;CERIO;CERIOTTI SERVICE PLUS TABLE VIOLET;150,00;162,75;0,00;0,00;0,00;0,00;166,50;180,65;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2026-07-30T14:11:33.595Z
